month,logret
1,-0.0008666527642922539
2,0.0037295467368897877
3,-0.0004499548647718112
4,0.0027265089610287495
5,0.0016306457763392115
6,5.229057833430363e-05
7,0.002621624308601837
8,-0.0006556677731569522
9,-0.0011560710516793826
10,0.004849303293566327
11,0.0020368156668142522
12,0.0019153100545831103
