Date,Open,High,Low,Close,Volume,logret,ret
2014-09-21,465.864013671875,468.17401123046875,384.5320129394531,398.8210144042969,156903400,,
2014-09-28,399.1000061035156,441.5570068359375,374.3320007324219,377.1809997558594,186772600,-0.055787553104948984,-0.05425996591669158
2014-10-05,376.9280090332031,391.3789978027344,289.2959899902344,320.510009765625,276657896,-0.16281167009642683,-0.15024879309115835
2014-10-12,320.3890075683594,382.72601318359375,302.55999755859375,378.54901123046875,341152804,0.16643204496296704,0.18108327258573031
2014-10-19,377.9209899902344,411.697998046875,368.8970031738281,389.5459899902344,156902070,0.02863638021591175,0.029050343373028698
2014-10-26,389.2309875488281,392.64599609375,342.87701416015625,354.7040100097656,113691800,-0.093698265698273,-0.08944253278372138
2014-11-02,354.7770080566406,359.9840087890625,320.6260070800781,325.8919982910156,107075700,-0.08471763418062661,-0.08122832250460532
2014-11-09,325.5690002441406,363.6260070800781,325.0769958496094,363.2640075683594,116793470,0.10856383060076791,0.11467605670996317
2014-11-16,362.2650146484375,457.0929870605469,357.5610046386719,387.8819885253906,208239500,0.06557127658241502,0.06776884151507523
2014-11-23,388.3489990234375,410.1990051269531,344.11199951171875,367.572998046875,178181000,-0.053779207005306695,-0.05235868403099675
2014-11-30,366.947998046875,394.70098876953125,358.4549865722656,378.0469970703125,131238570,0.02809658569608864,0.02849501753146133
2014-12-07,378.2489929199219,384.0379943847656,365.7560119628906,375.0950012207031,80679570,-0.00783918829033059,-0.007808541986805806
2014-12-14,374.9649963378906,376.02899169921875,338.76300048828125,351.6319885253906,141754100,-0.0645941889232402,-0.0625521870964818
2014-12-21,351.3609924316406,351.81500244140625,304.23199462890625,320.8429870605469,184757400,-0.0916332749709019,-0.08756029732664816
2014-12-28,321.0679931640625,336.2869873046875,311.0780029296875,317.239013671875,107137540,-0.01129639046153219,-0.011232825818292769
2015-01-04,317.70098876953125,320.43499755859375,257.61199951171875,264.19500732421875,143354400,-0.18296798154383875,-0.167205179885348
2015-01-11,265.0840148925781,298.7539978027344,265.03900146484375,265.6600036621094,164241500,0.0055298149141611574,0.005545132562224442
2015-01-18,266.14599609375,272.2030029296875,171.50999450683594,210.33900451660156,363112212,-0.23349677314323536,-0.20823984936727657
2015-01-25,211.4709930419922,255.07400512695312,205.1529998779297,253.71800231933594,189165500,0.18750288682460603,0.2062337316011713
2015-02-01,254.07899475097656,309.3840026855469,212.01499938964844,226.9720001220703,306840500,-0.1113967607770654,-0.10541625723350301
2015-02-08,226.49099731445312,245.95700073242188,214.72500610351562,223.41200256347656,183691200,-0.01580905041805103,-0.01568474330172487
2015-02-15,223.38900756835938,265.6109924316406,215.33200073242188,234.8249969482422,230343800,0.04982293090913803,0.05108496523826167
2015-02-22,234.8249969482422,255.32000732421875,229.02200317382812,235.9770050048828,154676000,0.004893820973688179,0.004905815273552605
2015-03-01,235.9949951171875,261.6600036621094,232.42100524902344,260.2019958496094,138892900,0.09772387263491122,0.10265826894542252
2015-03-08,260.35699462890625,285.7959899902344,258.31298828125,274.35400390625,242425100,0.052961021059558355,0.05438854537003679
2015-03-15,274.81201171875,300.04400634765625,273.89300537109375,286.39300537109375,259502000,0.04294575464843575,0.04388126760839106
2015-03-22,285.68499755859375,294.11199951171875,248.63600158691406,267.9599914550781,206778200,-0.06652732845002074,-0.06436265401150787
2015-03-29,267.8949890136719,277.2969970703125,236.51499938964844,242.71299743652344,179497700,-0.09895801894410905,-0.09421926714304729
2015-04-05,242.87899780273438,260.67498779296875,239.21400451660156,260.5979919433594,150120700,0.07109929434107709,0.07368783170136317
2015-04-12,260.72100830078125,261.7980041503906,232.77099609375,236.1529998779297,147866600,-0.0984990596137525,-0.09380345521136157
2015-04-19,235.9499969482422,236.93499755859375,216.322998046875,222.60000610351562,158658500,-0.05910343327383405,-0.05739073304772657
2015-04-26,222.61199951171875,237.90899658203125,214.87399291992188,219.42999267578125,148576200,-0.014343224591257808,-0.014240850587668996
2015-05-03,219.4290008544922,243.24000549316406,218.0229949951172,240.35800170898438,162643200,0.09109624401982153,0.09537442342317037
2015-05-10,240.3560028076172,247.8040008544922,228.572998046875,240.29600524902344,166059200,-0.00025796710068881623,-0.00025793383003736015
2015-05-17,240.2989959716797,244.27000427246094,234.0570068359375,236.802001953125,130322100,-0.01464716142047262,-0.014540413571492938
2015-05-24,236.88699340820312,241.97799682617188,231.81700134277344,240.9530029296875,114746500,0.01737754871544528,0.017529416737719128
2015-05-31,240.927001953125,241.02099609375,229.54200744628906,230.19000244140625,107149900,-0.04569684041976796,-0.044668463797573055
2015-06-07,230.23300170898438,231.71299743652344,221.29600524902344,222.88099670410156,121536400,-0.032267083510695294,-0.03175205551841964
2015-06-14,222.87899780273438,234.85800170898438,222.83900451660156,233.54299926757812,121541200,0.046728229241073116,0.04783719886909665
2015-06-21,233.4219970703125,256.8529968261719,233.4219970703125,243.94400024414062,191537000,0.04357248056214047,0.044535700103113474
2015-06-28,243.968994140625,251.33900451660156,240.36500549316406,249.01100158691406,115888900,0.020558386812390417,0.020771166077879988
2015-07-05,248.7209930419922,274.5060119628906,248.58099365234375,271.9129943847656,206668700,0.08798506297146869,0.09197181109228181
2015-07-12,271.1080017089844,314.3940124511719,264.385986328125,310.86700439453125,353198700,0.1338830405728677,0.1432590968956946
2015-07-19,310.8269958496094,310.947998046875,272.0429992675781,273.614013671875,235861300,-0.12764677811531122,-0.11983578249230109
2015-07-26,273.4989929199219,293.052001953125,272.9599914550781,292.6860046386719,157457100,0.06738197386166878,0.06970399911485714
2015-08-02,292.6390075683594,297.77398681640625,277.52899169921875,282.614013671875,162700300,-0.035018320473631626,-0.034412273928953296
2015-08-09,282.8059997558594,285.7149963378906,260.4679870605469,265.0830078125,207110300,-0.06403904341965383,-0.06203162267717244
2015-08-16,265.4779968261719,270.6730041503906,257.0409851074219,258.5069885253906,177043500,-0.025120285468530845,-0.024807396525999725
2015-08-23,258.489990234375,260.5050048828125,211.07899475097656,228.16900634765625,221695600,-0.12483611822677876,-0.11735846040678533
2015-08-30,228.11199951171875,235.218994140625,199.56700134277344,228.76100158691406,241915000,0.002591187097418235,0.002594547124230351
2015-09-06,229.11399841308594,242.91200256347656,225.9149932861328,239.83999633789062,144635800,0.04729422171716191,0.04843043470749664
2015-09-13,239.9340057373047,245.781005859375,229.33200073242188,230.51199340820312,148588700,-0.03966912586253102,-0.03889260787240023
2015-09-20,230.60899353027344,259.1820068359375,227.40199279785156,231.21200561523438,126654700,0.00303216962878583,0.003036771304960384
2015-09-27,231.2169952392578,237.427001953125,225.11700439453125,232.7570037841797,137307600,0.006659944299393317,0.006682171043991492
2015-10-04,232.83599853515625,239.802001953125,232.4669952392578,238.25900268554688,136796200,0.023363321387374292,0.023638381711034606
2015-10-11,238.14700317382812,247.2429962158203,237.03500366210938,247.0500030517578,142478600,0.03623242910621194,0.03689682348672152
2015-10-18,246.875,273.5780029296875,243.7570037841797,261.64300537109375,199808300,0.05739024204772836,0.059069023028016865
2015-10-25,261.8609924316406,294.0589904785156,260.95098876953125,283.67999267578125,220696500,0.08086581681502114,0.08422540198784212
2015-11-01,283.62799072265625,334.16900634765625,280.510009765625,325.4309997558594,357648800,0.1373036403530259,0.14717642469694892
2015-11-08,325.9419860839844,495.56201171875,323.2090148925781,373.3680114746094,954934692,0.13741410232530793,0.14730315106647085
2015-11-15,374.3240051269531,385.27801513671875,300.99700927734375,320.1659851074219,484398204,-0.15372499441131016,-0.14249219197184881
2015-11-22,319.7349853515625,338.3500061035156,312.2170104980469,324.5360107421875,292569400,0.013556938224132509,0.013649250195330476
2015-11-29,324.3500061035156,371.9389953613281,316.7699890136719,371.29400634765625,337018400,0.1345977157102416,0.14407644778321216
2015-12-06,371.43701171875,402.8089904785156,349.4649963378906,388.7829895019531,416857500,0.04602710163948309,0.047102788774676
2015-12-13,389.9779968261719,469.1029968261719,385.4110107421875,433.7550048828125,562276900,0.10945854948104206,0.11567382471766674
2015-12-20,433.2720031738281,465.58099365234375,430.45599365234375,442.68499755859375,553061704,0.020378580829092385,0.020587641814516555
2015-12-27,442.8380126953125,458.45599365234375,405.760009765625,422.822998046875,441634396,-0.04590480351792969,-0.04486711684664624
2016-01-03,423.3429870605469,436.2460021972656,418.4809875488281,430.010986328125,300130400,0.01685711082112462,0.016999993648531664
2016-01-10,430.0610046386719,462.9339904785156,426.34100341796875,447.9909973144531,319871700,0.04096237897132049,0.04181291073481619
2016-01-17,448.697998046875,450.6619873046875,354.91400146484375,382.29901123046875,692913108,-0.15857008260454464,-0.14663684421737155
2016-01-24,381.7330017089844,425.2669982910156,375.2820129394531,402.97100830078125,493900500,0.05266156533031463,0.054072849950036694
2016-01-31,402.3169860839844,402.3169860839844,365.4519958496094,368.7669982910156,378185696,-0.08869961600662979,-0.08487958018120112
2016-02-07,369.3500061035156,391.6080017089844,367.9570007324219,376.6199951171875,337404904,0.0210717049406961,0.021295280929598315
2016-02-14,376.7569885253906,407.2300109863281,372.89801025390625,407.2300109863281,465920396,0.07814145477837986,0.0812755994530141
2016-02-21,407.5679931640625,448.0459899902344,397.7489929199219,438.7980041503906,546633900,0.07466101659304147,0.07751882796556053
2016-02-28,438.989013671875,439.8580017089844,413.9070129394531,433.5039978027344,465584792,-0.012138161634382527,-0.012064791310768652
